"date" "keyword" "est_hits"
2012-01-25 "§√’¡°—π·¥¥" 9.46
2012-01-26 "§√’¡°—π·¥¥" 0
2012-01-27 "§√’¡°—π·¥¥" 3.3
2012-01-28 "§√’¡°—π·¥¥" 11
2012-01-29 "§√’¡°—π·¥¥" 11
2012-01-30 "§√’¡°—π·¥¥" 6.16
2012-01-31 "§√’¡°—π·¥¥" 22
2012-02-01 "§√’¡°—π·¥¥" 4.2
2012-02-02 "§√’¡°—π·¥¥" 8.7
2012-02-03 "§√’¡°—π·¥¥" 4.5
2012-02-04 "§√’¡°—π·¥¥" 19.5
2012-02-05 "§√’¡°—π·¥¥" 4.8
2012-02-06 "§√’¡°—π·¥¥" 12.9
2012-02-07 "§√’¡°—π·¥¥" 17.1
2012-02-08 "§√’¡°—π·¥¥" 8.7
2012-02-09 "§√’¡°—π·¥¥" 13.2
2012-02-10 "§√’¡°—π·¥¥" 13.5
2012-02-11 "§√’¡°—π·¥¥" 9.6
2012-02-12 "§√’¡°—π·¥¥" 9.9
2012-02-13 "§√’¡°—π·¥¥" 12.6
2012-02-14 "§√’¡°—π·¥¥" 4.2
2012-02-15 "§√’¡°—π·¥¥" 17.1
2012-02-16 "§√’¡°—π·¥¥" 16.5
2012-02-17 "§√’¡°—π·¥¥" 4.5
2012-02-18 "§√’¡°—π·¥¥" 0
2012-02-19 "§√’¡°—π·¥¥" 9.9
2012-02-20 "§√’¡°—π·¥¥" 12.6
2012-02-21 "§√’¡°—π·¥¥" 8.4
2012-02-22 "§√’¡°—π·¥¥" 12.9
2012-02-23 "§√’¡°—π·¥¥" 8.4
2012-02-24 "§√’¡°—π·¥¥" 13.2
2012-02-25 "§√’¡°—π·¥¥" 9.6
2012-02-26 "§√’¡°—π·¥¥" 29.4
2012-02-27 "§√’¡°—π·¥¥" 12.9
2012-02-28 "§√’¡°—π·¥¥" 12.9
2012-02-29 "§√’¡°—π·¥¥" 30
2012-03-01 "§√’¡°—π·¥¥" 5.78
2012-03-02 "§√’¡°—π·¥¥" 30.26
2012-03-03 "§√’¡°—π·¥¥" 33.66
2012-03-04 "§√’¡°—π·¥¥" 0
2012-03-05 "§√’¡°—π·¥¥" 23.8
2012-03-06 "§√’¡°—π·¥¥" 28.9
2012-03-07 "§√’¡°—π·¥¥" 6.12
2012-03-08 "§√’¡°—π·¥¥" 34
2012-03-09 "§√’¡°—π·¥¥" 5.78
2012-03-10 "§√’¡°—π·¥¥" 6.46
2012-03-11 "§√’¡°—π·¥¥" 0
2012-03-12 "§√’¡°—π·¥¥" 22.44
2012-03-13 "§√’¡°—π·¥¥" 11.22
2012-03-14 "§√’¡°—π·¥¥" 28.56
2012-03-15 "§√’¡°—π·¥¥" 11.22
2012-03-16 "§√’¡°—π·¥¥" 28.22
2012-03-17 "§√’¡°—π·¥¥" 13.26
2012-03-18 "§√’¡°—π·¥¥" 20.4
2012-03-19 "§√’¡°—π·¥¥" 22.44
2012-03-20 "§√’¡°—π·¥¥" 22.78
2012-03-21 "§√’¡°—π·¥¥" 5.78
2012-03-22 "§√’¡°—π·¥¥" 22.78
2012-03-23 "§√’¡°—π·¥¥" 29.24
2012-03-24 "§√’¡°—π·¥¥" 19.72
2012-03-25 "§√’¡°—π·¥¥" 20.4
2012-03-26 "§√’¡°—π·¥¥" 22.1
2012-03-27 "§√’¡°—π·¥¥" 34
2012-03-28 "§√’¡°—π·¥¥" 5.78
2012-03-29 "§√’¡°—π·¥¥" 28.22
2012-03-30 "§√’¡°—π·¥¥" 12.24
2012-03-31 "§√’¡°—π·¥¥" 33.66
2012-04-01 "§√’¡°—π·¥¥" 23.85
2012-04-02 "§√’¡°—π·¥¥" 5.4
2012-04-03 "§√’¡°—π·¥¥" 15.75
2012-04-04 "§√’¡°—π·¥¥" 31.95
2012-04-05 "§√’¡°—π·¥¥" 16.2
2012-04-06 "§√’¡°—π·¥¥" 18
2012-04-07 "§√’¡°—π·¥¥" 24.3
2012-04-08 "§√’¡°—π·¥¥" 6.3
2012-04-09 "§√’¡°—π·¥¥" 28.8
2012-04-10 "§√’¡°—π·¥¥" 11.25
2012-04-11 "§√’¡°—π·¥¥" 21.15
2012-04-12 "§√’¡°—π·¥¥" 29.7
2012-04-13 "§√’¡°—π·¥¥" 16.2
2012-04-14 "§√’¡°—π·¥¥" 40.5
2012-04-15 "§√’¡°—π·¥¥" 15.3
2012-04-16 "§√’¡°—π·¥¥" 30.15
2012-04-17 "§√’¡°—π·¥¥" 41.4
2012-04-18 "§√’¡°—π·¥¥" 15.3
2012-04-19 "§√’¡°—π·¥¥" 15.3
2012-04-20 "§√’¡°—π·¥¥" 15.75
2012-04-21 "§√’¡°—π·¥¥" 40.05
2012-04-22 "§√’¡°—π·¥¥" 17.55
2012-04-23 "§√’¡°—π·¥¥" 24.75
2012-04-24 "§√’¡°—π·¥¥" 24.75
2012-04-25 "§√’¡°—π·¥¥" 45
2012-04-26 "§√’¡°—π·¥¥" 35.55
2012-04-27 "§√’¡°—π·¥¥" 31.5
2012-04-28 "§√’¡°—π·¥¥" 23.4
2012-04-29 "§√’¡°—π·¥¥" 24.3
2012-04-30 "§√’¡°—π·¥¥" 14.85
2012-05-01 "§√’¡°—π·¥¥" 26.91
2012-05-02 "§√’¡°—π·¥¥" 29.64
2012-05-03 "§√’¡°—π·¥¥" 30.03
2012-05-04 "§√’¡°—π·¥¥" 20.28
2012-05-05 "§√’¡°—π·¥¥" 0
2012-05-06 "§√’¡°—π·¥¥" 17.94
2012-05-07 "§√’¡°—π·¥¥" 15.99
2012-05-08 "§√’¡°—π·¥¥" 0
2012-05-09 "§√’¡°—π·¥¥" 20.28
2012-05-10 "§√’¡°—π·¥¥" 14.43
2012-05-11 "§√’¡°—π·¥¥" 14.82
2012-05-12 "§√’¡°—π·¥¥" 16.77
2012-05-13 "§√’¡°—π·¥¥" 22.62
2012-05-14 "§√’¡°—π·¥¥" 39
2012-05-15 "§√’¡°—π·¥¥" 24.57
2012-05-16 "§√’¡°—π·¥¥" 19.11
2012-05-17 "§√’¡°—π·¥¥" 30.42
2012-05-18 "§√’¡°—π·¥¥" 10.14
2012-05-19 "§√’¡°—π·¥¥" 5.46
2012-05-20 "§√’¡°—π·¥¥" 5.85
2012-05-21 "§√’¡°—π·¥¥" 14.43
2012-05-22 "§√’¡°—π·¥¥" 9.75
2012-05-23 "§√’¡°—π·¥¥" 30.03
2012-05-24 "§√’¡°—π·¥¥" 14.82
2012-05-25 "§√’¡°—π·¥¥" 9.75
2012-05-26 "§√’¡°—π·¥¥" 21.06
2012-05-27 "§√’¡°—π·¥¥" 33.15
2012-05-28 "§√’¡°—π·¥¥" 19.5
2012-05-29 "§√’¡°—π·¥¥" 19.5
2012-05-30 "§√’¡°—π·¥¥" 29.25
2012-05-31 "§√’¡°—π·¥¥" 29.64
2012-06-01 "§√’¡°—π·¥¥" 22.57
2012-06-02 "§√’¡°—π·¥¥" 12.21
2012-06-03 "§√’¡°—π·¥¥" 19.61
2012-06-04 "§√’¡°—π·¥¥" 12.58
2012-06-05 "§√’¡°—π·¥¥" 5.55
2012-06-06 "§√’¡°—π·¥¥" 5.55
2012-06-07 "§√’¡°—π·¥¥" 22.2
2012-06-08 "§√’¡°—π·¥¥" 16.65
2012-06-09 "§√’¡°—π·¥¥" 0
2012-06-10 "§√’¡°—π·¥¥" 30.34
2012-06-11 "§√’¡°—π·¥¥" 5.18
2012-06-12 "§√’¡°—π·¥¥" 15.91
2012-06-13 "§√’¡°—π·¥¥" 11.1
2012-06-14 "§√’¡°—π·¥¥" 27.38
2012-06-15 "§√’¡°—π·¥¥" 22.2
2012-06-16 "§√’¡°—π·¥¥" 0
2012-06-17 "§√’¡°—π·¥¥" 17.76
2012-06-18 "§√’¡°—π·¥¥" 21.46
2012-06-19 "§√’¡°—π·¥¥" 10.73
2012-06-20 "§√’¡°—π·¥¥" 21.46
2012-06-21 "§√’¡°—π·¥¥" 0
2012-06-22 "§√’¡°—π·¥¥" 27.38
2012-06-23 "§√’¡°—π·¥¥" 22.94
2012-06-24 "§√’¡°—π·¥¥" 23.68
2012-06-25 "§√’¡°—π·¥¥" 15.91
2012-06-26 "§√’¡°—π·¥¥" 16.28
2012-06-27 "§√’¡°—π·¥¥" 37
2012-06-28 "§√’¡°—π·¥¥" 21.46
2012-06-29 "§√’¡°—π·¥¥" 5.55
2012-06-30 "§√’¡°—π·¥¥" 11.1
2012-07-01 "§√’¡°—π·¥¥" 15.9
2012-07-02 "§√’¡°—π·¥¥" 11.4
2012-07-03 "§√’¡°—π·¥¥" 0
2012-07-04 "§√’¡°—π·¥¥" 15
2012-07-05 "§√’¡°—π·¥¥" 3.9
2012-07-06 "§√’¡°—π·¥¥" 0
2012-07-07 "§√’¡°—π·¥¥" 8.1
2012-07-08 "§√’¡°—π·¥¥" 12.6
2012-07-09 "§√’¡°—π·¥¥" 10.8
2012-07-10 "§√’¡°—π·¥¥" 11.4
2012-07-11 "§√’¡°—π·¥¥" 3.9
2012-07-12 "§√’¡°—π·¥¥" 7.5
2012-07-13 "§√’¡°—π·¥¥" 11.7
2012-07-14 "§√’¡°—π·¥¥" 20.7
2012-07-15 "§√’¡°—π·¥¥" 12.9
2012-07-16 "§√’¡°—π·¥¥" 25.5
2012-07-17 "§√’¡°—π·¥¥" 7.5
2012-07-18 "§√’¡°—π·¥¥" 11.4
2012-07-19 "§√’¡°—π·¥¥" 7.5
2012-07-20 "§√’¡°—π·¥¥" 7.8
2012-07-21 "§√’¡°—π·¥¥" 4.2
2012-07-22 "§√’¡°—π·¥¥" 21.6
2012-07-23 "§√’¡°—π·¥¥" 30
2012-07-24 "§√’¡°—π·¥¥" 7.5
2012-07-25 "§√’¡°—π·¥¥" 11.4
2012-07-26 "§√’¡°—π·¥¥" 3.9
2012-07-27 "§√’¡°—π·¥¥" 15.6
2012-07-28 "§√’¡°—π·¥¥" 8.4
2012-07-29 "§√’¡°—π·¥¥" 12.9
2012-07-30 "§√’¡°—π·¥¥" 3.9
2012-07-31 "§√’¡°—π·¥¥" 11.7
2012-08-01 "§√’¡°—π·¥¥" 4.2
2012-08-02 "§√’¡°—π·¥¥" 17.92
2012-08-03 "§√’¡°—π·¥¥" 8.96
2012-08-04 "§√’¡°—π·¥¥" 26.88
2012-08-05 "§√’¡°—π·¥¥" 4.76
2012-08-06 "§√’¡°—π·¥¥" 4.2
2012-08-07 "§√’¡°—π·¥¥" 8.12
2012-08-08 "§√’¡°—π·¥¥" 0
2012-08-09 "§√’¡°—π·¥¥" 8.12
2012-08-10 "§√’¡°—π·¥¥" 24.92
2012-08-11 "§√’¡°—π·¥¥" 4.48
2012-08-12 "§√’¡°—π·¥¥" 4.76
2012-08-13 "§√’¡°—π·¥¥" 13.44
2012-08-14 "§√’¡°—π·¥¥" 3.92
2012-08-15 "§√’¡°—π·¥¥" 15.96
2012-08-16 "§√’¡°—π·¥¥" 11.76
2012-08-17 "§√’¡°—π·¥¥" 16.52
2012-08-18 "§√’¡°—π·¥¥" 8.4
2012-08-19 "§√’¡°—π·¥¥" 26.88
2012-08-20 "§√’¡°—π·¥¥" 19.6
2012-08-21 "§√’¡°—π·¥¥" 28
2012-08-22 "§√’¡°—π·¥¥" 23.8
2012-08-23 "§√’¡°—π·¥¥" 3.92
2012-08-24 "§√’¡°—π·¥¥" 16.52
2012-08-25 "§√’¡°—π·¥¥" 16.8
2012-08-26 "§√’¡°—π·¥¥" 4.48
2012-08-27 "§√’¡°—π·¥¥" 7.84
2012-08-28 "§√’¡°—π·¥¥" 15.68
2012-08-29 "§√’¡°—π·¥¥" 3.92
2012-08-30 "§√’¡°—π·¥¥" 3.92
2012-08-31 "§√’¡°—π·¥¥" 12.32
2012-09-01 "§√’¡°—π·¥¥" 3.6
2012-09-02 "§√’¡°—π·¥¥" 7.44
2012-09-03 "§√’¡°—π·¥¥" 6.72
2012-09-04 "§√’¡°—π·¥¥" 16.8
2012-09-05 "§√’¡°—π·¥¥" 3.36
2012-09-06 "§√’¡°—π·¥¥" 9.84
2012-09-07 "§√’¡°—π·¥¥" 10.32
2012-09-08 "§√’¡°—π·¥¥" 3.6
2012-09-09 "§√’¡°—π·¥¥" 14.88
2012-09-10 "§√’¡°—π·¥¥" 6.48
2012-09-11 "§√’¡°—π·¥¥" 10.08
2012-09-12 "§√’¡°—π·¥¥" 6.72
2012-09-13 "§√’¡°—π·¥¥" 16.56
2012-09-14 "§√’¡°—π·¥¥" 6.96
2012-09-15 "§√’¡°—π·¥¥" 3.36
2012-09-16 "§√’¡°—π·¥¥" 3.6
2012-09-17 "§√’¡°—π·¥¥" 13.2
2012-09-18 "§√’¡°—π·¥¥" 13.2
2012-09-19 "§√’¡°—π·¥¥" 3.36
2012-09-20 "§√’¡°—π·¥¥" 13.2
2012-09-21 "§√’¡°—π·¥¥" 24
2012-09-22 "§√’¡°—π·¥¥" 6.96
2012-09-23 "§√’¡°—π·¥¥" 7.2
2012-09-24 "§√’¡°—π·¥¥" 13.2
2012-09-25 "§√’¡°—π·¥¥" 13.44
2012-09-26 "§√’¡°—π·¥¥" 6.72
2012-09-27 "§√’¡°—π·¥¥" 9.84
2012-09-28 "§√’¡°—π·¥¥" 6.96
2012-09-29 "§√’¡°—π·¥¥" 14.88
2012-09-30 "§√’¡°—π·¥¥" 15.6
2012-10-01 "§√’¡°—π·¥¥" 24.75
2012-10-02 "§√’¡°—π·¥¥" 29.7
2012-10-03 "§√’¡°—π·¥¥" 25.08
2012-10-04 "§√’¡°—π·¥¥" 14.52
2012-10-05 "§√’¡°—π·¥¥" 9.9
2012-10-06 "§√’¡°—π·¥¥" 5.28
2012-10-07 "§√’¡°—π·¥¥" 5.28
2012-10-08 "§√’¡°—π·¥¥" 14.19
2012-10-09 "§√’¡°—π·¥¥" 24.09
2012-10-10 "§√’¡°—π·¥¥" 14.52
2012-10-11 "§√’¡°—π·¥¥" 29.04
2012-10-12 "§√’¡°—π·¥¥" 14.85
2012-10-13 "§√’¡°—π·¥¥" 27.72
2012-10-14 "§√’¡°—π·¥¥" 5.94
2012-10-15 "§√’¡°—π·¥¥" 4.95
2012-10-16 "§√’¡°—π·¥¥" 18.48
2012-10-17 "§√’¡°—π·¥¥" 19.47
2012-10-18 "§√’¡°—π·¥¥" 14.52
2012-10-19 "§√’¡°—π·¥¥" 10.23
2012-10-20 "§√’¡°—π·¥¥" 16.5
2012-10-21 "§√’¡°—π·¥¥" 17.49
2012-10-22 "§√’¡°—π·¥¥" 14.52
2012-10-23 "§√’¡°—π·¥¥" 27.06
2012-10-24 "§√’¡°—π·¥¥" 28.38
2012-10-25 "§√’¡°—π·¥¥" 19.14
2012-10-26 "§√’¡°—π·¥¥" 4.95
2012-10-27 "§√’¡°—π·¥¥" 21.78
2012-10-28 "§√’¡°—π·¥¥" 10.89
2012-10-29 "§√’¡°—π·¥¥" 28.71
2012-10-30 "§√’¡°—π·¥¥" 33
2012-10-31 "§√’¡°—π·¥¥" 4.95
2012-11-01 "§√’¡°—π·¥¥" 11.47
2012-11-02 "§√’¡°—π·¥¥" 19.98
2012-11-03 "§√’¡°—π·¥¥" 8.14
2012-11-04 "§√’¡°—π·¥¥" 25.53
2012-11-05 "§√’¡°—π·¥¥" 15.17
2012-11-06 "§√’¡°—π·¥¥" 11.47
2012-11-07 "§√’¡°—π·¥¥" 22.57
2012-11-08 "§√’¡°—π·¥¥" 22.57
2012-11-09 "§√’¡°—π·¥¥" 19.24
2012-11-10 "§√’¡°—π·¥¥" 37
2012-11-11 "§√’¡°—π·¥¥" 16.65
2012-11-12 "§√’¡°—π·¥¥" 7.4
2012-11-13 "§√’¡°—π·¥¥" 30.34
2012-11-14 "§√’¡°—π·¥¥" 11.47
2012-11-15 "§√’¡°—π·¥¥" 15.54
2012-11-16 "§√’¡°—π·¥¥" 3.7
2012-11-17 "§√’¡°—π·¥¥" 8.14
2012-11-18 "§√’¡°—π·¥¥" 16.65
2012-11-19 "§√’¡°—π·¥¥" 7.4
2012-11-20 "§√’¡°—π·¥¥" 14.8
2012-11-21 "§√’¡°—π·¥¥" 22.2
2012-11-22 "§√’¡°—π·¥¥" 7.4
2012-11-23 "§√’¡°—π·¥¥" 7.77
2012-11-24 "§√’¡°—π·¥¥" 4.07
2012-11-25 "§√’¡°—π·¥¥" 8.14
2012-11-26 "§√’¡°—π·¥¥" 22.2
2012-11-27 "§√’¡°—π·¥¥" 3.7
2012-11-28 "§√’¡°—π·¥¥" 8.14
2012-11-29 "§√’¡°—π·¥¥" 25.9
2012-11-30 "§√’¡°—π·¥¥" 15.17
2012-12-01 "§√’¡°—π·¥¥" 12.76
2012-12-02 "§√’¡°—π·¥¥" 0
2012-12-03 "§√’¡°—π·¥¥" 12.47
2012-12-04 "§√’¡°—π·¥¥" 12.47
2012-12-05 "§√’¡°—π·¥¥" 17.69
2012-12-06 "§√’¡°—π·¥¥" 24.94
2012-12-07 "§√’¡°—π·¥¥" 4.35
2012-12-08 "§√’¡°—π·¥¥" 4.64
2012-12-09 "§√’¡°—π·¥¥" 4.64
2012-12-10 "§√’¡°—π·¥¥" 4.35
2012-12-11 "§√’¡°—π·¥¥" 29
2012-12-12 "§√’¡°—π·¥¥" 8.41
2012-12-13 "§√’¡°—π·¥¥" 8.41
2012-12-14 "§√’¡°—π·¥¥" 25.52
2012-12-15 "§√’¡°—π·¥¥" 17.4
2012-12-16 "§√’¡°—π·¥¥" 4.35
2012-12-17 "§√’¡°—π·¥¥" 16.24
2012-12-18 "§√’¡°—π·¥¥" 12.18
2012-12-19 "§√’¡°—π·¥¥" 4.06
2012-12-20 "§√’¡°—π·¥¥" 12.47
2012-12-21 "§√’¡°—π·¥¥" 8.41
2012-12-22 "§√’¡°—π·¥¥" 17.98
2012-12-23 "§√’¡°—π·¥¥" 9.28
2012-12-24 "§√’¡°—π·¥¥" 25.52
2012-12-25 "§√’¡°—π·¥¥" 13.05
2012-12-26 "§√’¡°—π·¥¥" 8.7
2012-12-27 "§√’¡°—π·¥¥" 22.33
2012-12-28 "§√’¡°—π·¥¥" 13.92
2012-12-29 "§√’¡°—π·¥¥" 0
2012-12-30 "§√’¡°—π·¥¥" 5.22
2012-12-31 "§√’¡°—π·¥¥" 5.8
2013-01-01 "§√’¡°—π·¥¥" 18.3
2013-01-02 "§√’¡°—π·¥¥" 10.5
2013-01-03 "§√’¡°—π·¥¥" 17.1
2013-01-04 "§√’¡°—π·¥¥" 6.9
2013-01-05 "§√’¡°—π·¥¥" 7.2
2013-01-06 "§√’¡°—π·¥¥" 3.6
2013-01-07 "§√’¡°—π·¥¥" 13.2
2013-01-08 "§√’¡°—π·¥¥" 16.8
2013-01-09 "§√’¡°—π·¥¥" 16.5
2013-01-10 "§√’¡°—π·¥¥" 6.9
2013-01-11 "§√’¡°—π·¥¥" 10.5
2013-01-12 "§√’¡°—π·¥¥" 11.4
2013-01-13 "§√’¡°—π·¥¥" 14.7
2013-01-14 "§√’¡°—π·¥¥" 16.5
2013-01-15 "§√’¡°—π·¥¥" 19.8
2013-01-16 "§√’¡°—π·¥¥" 30
2013-01-17 "§√’¡°—π·¥¥" 13.5
2013-01-18 "§√’¡°—π·¥¥" 13.8
2013-01-19 "§√’¡°—π·¥¥" 7.2
2013-01-20 "§√’¡°—π·¥¥" 0
2013-01-21 "§√’¡°—π·¥¥" 9.9
2013-01-22 "§√’¡°—π·¥¥" 3.3
2013-01-23 "§√’¡°—π·¥¥" 6.6
2013-01-24 "§√’¡°—π·¥¥" 16.5
2013-01-25 "§√’¡°—π·¥¥" 6.9
2013-01-26 "§√’¡°—π·¥¥" 14.1
2013-01-27 "§√’¡°—π·¥¥" 3.6
2013-01-28 "§√’¡°—π·¥¥" 16.2
2013-01-29 "§√’¡°—π·¥¥" 9.6
2013-01-30 "§√’¡°—π·¥¥" 9.6
2013-01-31 "§√’¡°—π·¥¥" 12.9
2013-02-01 "§√’¡°—π·¥¥" 25.8
2013-02-02 "§√’¡°—π·¥¥" 22.8
2013-02-03 "§√’¡°—π·¥¥" 28.8
2013-02-04 "§√’¡°—π·¥¥" 15.3
2013-02-05 "§√’¡°—π·¥¥" 0
2013-02-06 "§√’¡°—π·¥¥" 15.3
2013-02-07 "§√’¡°—π·¥¥" 25.8
2013-02-08 "§√’¡°—π·¥¥" 16.2
2013-02-09 "§√’¡°—π·¥¥" 11.4
2013-02-10 "§√’¡°—π·¥¥" 28.8
2013-02-11 "§√’¡°—π·¥¥" 19.5
2013-02-12 "§√’¡°—π·¥¥" 20.1
2013-02-13 "§√’¡°—π·¥¥" 0
2013-02-14 "§√’¡°—π·¥¥" 26.1
2013-02-15 "§√’¡°—π·¥¥" 11.4
2013-02-16 "§√’¡°—π·¥¥" 15.9
2013-02-17 "§√’¡°—π·¥¥" 27.9
2013-02-18 "§√’¡°—π·¥¥" 15.3
2013-02-19 "§√’¡°—π·¥¥" 15.3
2013-02-20 "§√’¡°—π·¥¥" 15.6
2013-02-21 "§√’¡°—π·¥¥" 5.1
2013-02-22 "§√’¡°—π·¥¥" 15.9
2013-02-23 "§√’¡°—π·¥¥" 17.1
2013-02-24 "§√’¡°—π·¥¥" 6
2013-02-25 "§√’¡°—π·¥¥" 11.1
2013-02-26 "§√’¡°—π·¥¥" 20.1
2013-02-27 "§√’¡°—π·¥¥" 30
2013-02-28 "§√’¡°—π·¥¥" 25.8
2013-03-01 "§√’¡°—π·¥¥" 12.16
2013-03-02 "§√’¡°—π·¥¥" 13.3
2013-03-03 "§√’¡°—π·¥¥" 6.84
2013-03-04 "§√’¡°—π·¥¥" 12.54
2013-03-05 "§√’¡°—π·¥¥" 6.08
2013-03-06 "§√’¡°—π·¥¥" 9.12
2013-03-07 "§√’¡°—π·¥¥" 12.54
2013-03-08 "§√’¡°—π·¥¥" 38
2013-03-09 "§√’¡°—π·¥¥" 3.42
2013-03-10 "§√’¡°—π·¥¥" 10.64
2013-03-11 "§√’¡°—π·¥¥" 18.24
2013-03-12 "§√’¡°—π·¥¥" 12.16
2013-03-13 "§√’¡°—π·¥¥" 9.12
2013-03-14 "§√’¡°—π·¥¥" 12.16
2013-03-15 "§√’¡°—π·¥¥" 0
2013-03-16 "§√’¡°—π·¥¥" 13.3
2013-03-17 "§√’¡°—π·¥¥" 11.02
2013-03-18 "§√’¡°—π·¥¥" 12.54
2013-03-19 "§√’¡°—π·¥¥" 15.58
2013-03-20 "§√’¡°—π·¥¥" 9.5
2013-03-21 "§√’¡°—π·¥¥" 12.92
2013-03-22 "§√’¡°—π·¥¥" 22.8
2013-03-23 "§√’¡°—π·¥¥" 25.46
2013-03-24 "§√’¡°—π·¥¥" 14.82
2013-03-25 "§√’¡°—π·¥¥" 15.58
2013-03-26 "§√’¡°—π·¥¥" 24.7
2013-03-27 "§√’¡°—π·¥¥" 18.62
2013-03-28 "§√’¡°—π·¥¥" 25.08
2013-03-29 "§√’¡°—π·¥¥" 26.22
2013-03-30 "§√’¡°—π·¥¥" 7.22
2013-03-31 "§√’¡°—π·¥¥" 11.02
2013-04-01 "§√’¡°—π·¥¥" 27.26
2013-04-02 "§√’¡°—π·¥¥" 15.98
2013-04-03 "§√’¡°—π·¥¥" 32.43
2013-04-04 "§√’¡°—π·¥¥" 13.16
2013-04-05 "§√’¡°—π·¥¥" 13.63
2013-04-06 "§√’¡°—π·¥¥" 18.8
2013-04-07 "§√’¡°—π·¥¥" 18.8
2013-04-08 "§√’¡°—π·¥¥" 24.91
2013-04-09 "§√’¡°—π·¥¥" 16.45
2013-04-10 "§√’¡°—π·¥¥" 26.79
2013-04-11 "§√’¡°—π·¥¥" 31.02
2013-04-12 "§√’¡°—π·¥¥" 3.76
2013-04-13 "§√’¡°—π·¥¥" 19.74
2013-04-14 "§√’¡°—π·¥¥" 28.67
2013-04-15 "§√’¡°—π·¥¥" 37.13
2013-04-16 "§√’¡°—π·¥¥" 22.56
2013-04-17 "§√’¡°—π·¥¥" 9.4
2013-04-18 "§√’¡°—π·¥¥" 28.2
2013-04-19 "§√’¡°—π·¥¥" 12.69
2013-04-20 "§√’¡°—π·¥¥" 17.39
2013-04-21 "§√’¡°—π·¥¥" 17.86
2013-04-22 "§√’¡°—π·¥¥" 9.4
2013-04-23 "§√’¡°—π·¥¥" 47
2013-04-24 "§√’¡°—π·¥¥" 18.8
2013-04-25 "§√’¡°—π·¥¥" 12.69
2013-04-26 "§√’¡°—π·¥¥" 3.29
2013-04-27 "§√’¡°—π·¥¥" 14.1
2013-04-28 "§√’¡°—π·¥¥" 18.33
2013-04-29 "§√’¡°—π·¥¥" 12.22
2013-04-30 "§√’¡°—π·¥¥" 9.4
2013-05-01 "§√’¡°—π·¥¥" 13.53
2013-05-02 "§√’¡°—π·¥¥" 21.73
2013-05-03 "§√’¡°—π·¥¥" 6.56
2013-05-04 "§√’¡°—π·¥¥" 7.38
2013-05-05 "§√’¡°—π·¥¥" 11.07
2013-05-06 "§√’¡°—π·¥¥" 6.97
2013-05-07 "§√’¡°—π·¥¥" 28.7
2013-05-08 "§√’¡°—π·¥¥" 22.14
2013-05-09 "§√’¡°—π·¥¥" 32.39
2013-05-10 "§√’¡°—π·¥¥" 10.25
2013-05-11 "§√’¡°—π·¥¥" 18.04
2013-05-12 "§√’¡°—π·¥¥" 14.76
2013-05-13 "§√’¡°—π·¥¥" 20.09
2013-05-14 "§√’¡°—π·¥¥" 19.27
2013-05-15 "§√’¡°—π·¥¥" 13.12
2013-05-16 "§√’¡°—π·¥¥" 16.4
2013-05-17 "§√’¡°—π·¥¥" 17.22
2013-05-18 "§√’¡°—π·¥¥" 34.85
2013-05-19 "§√’¡°—π·¥¥" 22.14
2013-05-20 "§√’¡°—π·¥¥" 23.78
2013-05-21 "§√’¡°—π·¥¥" 41
2013-05-22 "§√’¡°—π·¥¥" 20.09
2013-05-23 "§√’¡°—π·¥¥" 13.94
2013-05-24 "§√’¡°—π·¥¥" 17.63
2013-05-25 "§√’¡°—π·¥¥" 24.19
2013-05-26 "§√’¡°—π·¥¥" 10.66
2013-05-27 "§√’¡°—π·¥¥" 16.4
2013-05-28 "§√’¡°—π·¥¥" 32.39
2013-05-29 "§√’¡°—π·¥¥" 13.12
2013-05-30 "§√’¡°—π·¥¥" 19.68
2013-05-31 "§√’¡°—π·¥¥" 13.53
2013-06-01 "§√’¡°—π·¥¥" 11.6
2013-06-02 "§√’¡°—π·¥¥" 16.4
2013-06-03 "§√’¡°—π·¥¥" 14.8
2013-06-04 "§√’¡°—π·¥¥" 22.4
2013-06-05 "§√’¡°—π·¥¥" 18.4
2013-06-06 "§√’¡°—π·¥¥" 14.8
2013-06-07 "§√’¡°—π·¥¥" 26.8
2013-06-08 "§√’¡°—π·¥¥" 24
2013-06-09 "§√’¡°—π·¥¥" 20
2013-06-10 "§√’¡°—π·¥¥" 40
2013-06-11 "§√’¡°—π·¥¥" 18
2013-06-12 "§√’¡°—π·¥¥" 7.2
2013-06-13 "§√’¡°—π·¥¥" 14.4
2013-06-14 "§√’¡°—π·¥¥" 26.4
2013-06-15 "§√’¡°—π·¥¥" 7.6
2013-06-16 "§√’¡°—π·¥¥" 22
2013-06-17 "§√’¡°—π·¥¥" 7.2
2013-06-18 "§√’¡°—π·¥¥" 14.4
2013-06-19 "§√’¡°—π·¥¥" 18
2013-06-20 "§√’¡°—π·¥¥" 10.8
2013-06-21 "§√’¡°—π·¥¥" 10.8
2013-06-22 "§√’¡°—π·¥¥" 18.8
2013-06-23 "§√’¡°—π·¥¥" 15.2
2013-06-24 "§√’¡°—π·¥¥" 14
2013-06-25 "§√’¡°—π·¥¥" 21.6
2013-06-26 "§√’¡°—π·¥¥" 10.8
2013-06-27 "§√’¡°—π·¥¥" 7.2
2013-06-28 "§√’¡°—π·¥¥" 11.2
